Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
SHELL,Magne B6,29/01/2020,1,14,18.35,19.8
SQGM,Miralax,27/01/2020,1,15,19.21,20.87
SQGM,Emend,06/02/2020,1,15,3.42,4.2
MSQ,BON CREAM 15G,09/01/2020,1,28,7.93,8.87
HAIL,AL CREAM 15GM,16/02/2020,1,12,9.13,10.26
SQGM,Panadol,05/02/2020,1,1,2.1,2.9
SQGM,Amaryl,04/02/2020,1,12,20.07,21.69
MARS,Amaryl,30/01/2020,1,25,20.07,21.69
ALKHUWAIR,Panadol,20/01/2020,1,1,2.1,2.9
SQGM,Advil,12/02/2020,1,2,4.97,5.82
MSQ,Risperdal,21/01/2020,1,18,9.75,10.7
NOV 18TH,BON CREAM 15G,22/01/2020,1,26,7.93,8.87
SHELL,Advil,22/01/2020,1,18,4.97,5.82
HAIL,AL CREAM 15GM,15/01/2020,1,12,9.13,10.26
MABELLA1,Zoloft,05/02/2020,1,27,17.49,18.93
ALKHUWAIR,AM 10 MG TAB,18/01/2020,1,7,11.41,12.67
MSQ,Risperdal,05/01/2020,1,22,9.75,10.7
HAIL,Sebastian 20GM CREAM,10/01/2020,1,2,15.34,16.38
SHELL,BE PLUS 30G,19/01/2020,1,2,18.02,19.34
MABELLA1,Lisinopril,28/01/2020,1,15,11.07,12.06
HAIL,Miralax,03/01/2020,1,20,19.21,20.87
MARS,A 5 MG TAB,14/02/2020,1,10,11.28,12.18
SHELL,Magne B6,21/01/2020,1,1,18.35,19.8
SQGM,A D  25GM. CREAM,13/01/2020,1,17,16.69,18.08
SHELL,Advil,01/01/2020,1,28,4.97,5.82
ALKHUWAIR,Magne B6,27/01/2020,1,29,18.35,19.8
MSQ,Panadol,08/01/2020,1,28,2.1,2.9
SHELL,Magne B6,18/01/2020,1,25,18.35,19.8
MSQ,Miralax,03/01/2020,1,29,19.21,20.87
SQGM,Lisinopril,17/02/2020,1,29,11.07,12.06
W/SALE,Zoloft,24/01/2020,1,25,17.49,18.93
W/SALE,Zoloft,21/01/2020,1,20,17.49,18.93
MARS,Zoloft,17/02/2020,1,21,17.49,18.93
MARS,Zovirax,15/01/2020,1,7,17.74,18.97
SQGM,Advil,01/02/2020,1,22,4.97,5.82
NOV 18TH,Amaryl,08/01/2020,1,21,20.07,21.69
SHELL,Magne B6,06/02/2020,1,25,18.35,19.8
ALKHUWAIR,BON CREAM 15G,18/01/2020,1,24,7.93,8.87
HAIL,Zovirax,13/02/2020,1,19,17.74,18.97
MSQ,Zoloft,06/01/2020,1,6,17.49,18.93
MABELLA1,A D  25GM. CREAM,11/02/2020,1,6,16.69,18.08
MSQ,Panadol,28/01/2020,1,5,2.1,2.9
MABELLA1,NyQuill,01/01/2020,1,6,15.51,16.88
HAIL,Emend,03/02/2020,1,21,3.42,4.2
HAIL,Panadol,09/01/2020,1,19,2.1,2.9
ALKHUWAIR,BON CREAM 15G,09/01/2020,1,12,7.93,8.87
MARS,A D  25GM. CREAM,15/01/2020,1,3,16.69,18.08
SHELL,AM 10 MG TAB,15/01/2020,1,5,11.41,12.67
ALKHUWAIR,A 5 MG TAB,28/01/2020,1,12,11.28,12.18
NOV 18TH,BON CREAM 15G,09/01/2020,1,21,7.93,8.87
ALKHUWAIR,Visine,16/01/2020,1,9,6.63,7.56
SQGM,AL CREAM 15GM,10/01/2020,1,16,9.13,10.26
MABELLA1,AM 10 MG TAB,21/01/2020,1,19,11.41,12.67
MSQ,Emend,31/01/2020,1,15,3.42,4.2
NOV 18TH,Panadol,01/02/2020,1,25,2.1,2.9
NOV 18TH,NyQuill,12/01/2020,1,11,15.51,16.88
W/SALE,A 5 MG TAB,03/01/2020,1,29,11.28,12.18
HAIL,Miralax,12/02/2020,1,16,19.21,20.87
MARS,Zovirax,03/01/2020,1,28,17.74,18.97
MABELLA1,A D  25GM. CREAM,27/01/2020,1,28,16.69,18.08
W/SALE,Advil,06/01/2020,1,11,4.97,5.82
ALKHUWAIR,Miralax,06/01/2020,1,23,19.21,20.87
NOV 18TH,Risperdal,30/01/2020,1,18,9.75,10.7
MABELLA1,Zoloft,11/02/2020,1,1,17.49,18.93
SHELL,Sebastian 20GM CREAM,06/01/2020,1,28,15.34,16.38
MABELLA1,Zoloft,06/01/2020,1,28,17.49,18.93
MABELLA1,Miralax,12/02/2020,1,22,19.21,20.87
NOV 18TH,Visine,11/01/2020,1,17,6.63,7.56
MABELLA1,Risperdal,08/01/2020,1,4,9.75,10.7
ALKHUWAIR,BON CREAM 15G,17/02/2020,1,11,7.93,8.87
HAIL,A 5 MG TAB,17/01/2020,1,19,11.28,12.18
MSQ,Risperdal,08/01/2020,1,15,9.75,10.7
MABELLA1,A D  25GM. CREAM,22/01/2020,1,23,16.69,18.08
ALKHUWAIR,Advil,02/01/2020,1,29,4.97,5.82
NOV 18TH,AM 10 MG TAB,21/01/2020,1,7,11.41,12.67
W/SALE,Miralax,12/01/2020,1,1,19.21,20.87
ALKHUWAIR,Sebastian 20GM CREAM,25/01/2020,1,27,15.34,16.38
HAIL,Sebastian 20GM CREAM,25/01/2020,1,3,15.34,16.38
MARS,Panadol,27/01/2020,1,20,2.1,2.9
HAIL,AL CREAM 15GM,24/01/2020,1,7,9.13,10.26
W/SALE,AL CREAM 15GM,31/01/2020,1,10,9.13,10.26
MABELLA1,Emend,04/02/2020,1,28,3.42,4.2
HAIL,Magne B6,04/01/2020,1,11,18.35,19.8
MARS,Zoloft,30/01/2020,1,10,17.49,18.93
HAIL,Visine,04/02/2020,1,5,6.63,7.56
SHELL,Advil,14/01/2020,1,29,4.97,5.82
MABELLA1,Advil,10/01/2020,1,29,4.97,5.82
MARS,A 5 MG TAB,07/01/2020,1,26,11.28,12.18
NOV 18TH,Advil,14/02/2020,1,25,4.97,5.82
HAIL,BON CREAM 15G,15/01/2020,1,6,7.93,8.87
MABELLA1,Miralax,06/02/2020,1,10,19.21,20.87
SQGM,Lisinopril,17/01/2020,1,18,11.07,12.06
SQGM,Panadol,31/01/2020,1,28,2.1,2.9
MABELLA1,Risperdal,17/01/2020,1,12,9.75,10.7
W/SALE,Lisinopril,31/01/2020,1,28,11.07,12.06
MARS,AM 10 MG TAB,07/01/2020,1,29,11.41,12.67
MSQ,Zovirax,13/01/2020,1,9,17.74,18.97
W/SALE,BON CREAM 15G,12/01/2020,1,7,7.93,8.87
NOV 18TH,A 5 MG TAB,29/01/2020,1,22,11.28,12.18
MABELLA1,Emend,06/01/2020,1,5,3.42,4.2
HAIL,Panadol,02/02/2020,1,17,2.1,2.9
MARS,A 5 MG TAB,10/01/2020,1,2,11.28,12.18
MSQ,Emend,05/02/2020,1,6,3.42,4.2
W/SALE,Miralax,13/02/2020,1,17,19.21,20.87
MARS,Panadol,31/01/2020,1,17,2.1,2.9
MSQ,Amaryl,12/01/2020,1,27,20.07,21.69
NOV 18TH,NyQuill,31/01/2020,1,26,15.51,16.88
SQGM,Miralax,04/01/2020,1,19,19.21,20.87
NOV 18TH,BON CREAM 15G,10/01/2020,1,25,7.93,8.87
ALKHUWAIR,Panadol,01/01/2020,1,14,2.1,2.9
HAIL,Advil,12/01/2020,1,20,4.97,5.82
MARS,Visine,09/01/2020,1,2,6.63,7.56
W/SALE,AL CREAM 15GM,16/01/2020,1,13,9.13,10.26
SQGM,A 5 MG TAB,30/01/2020,1,1,11.28,12.18
MABELLA1,Amaryl,09/02/2020,1,5,20.07,21.69
SQGM,AL CREAM 15GM,30/01/2020,1,23,9.13,10.26
NOV 18TH,Advil,06/01/2020,1,29,4.97,5.82
NOV 18TH,Miralax,09/01/2020,1,25,19.21,20.87
W/SALE,AM 10 MG TAB,12/01/2020,1,13,11.41,12.67
ALKHUWAIR,NyQuill,26/01/2020,1,23,15.51,16.88
SHELL,Magne B6,01/01/2020,1,25,18.35,19.8
SHELL,AL CREAM 15GM,04/02/2020,1,20,9.13,10.26
W/SALE,BON CREAM 15G,05/01/2020,1,1,7.93,8.87
W/SALE,Panadol,06/01/2020,1,7,2.1,2.9
SHELL,Amaryl,30/01/2020,1,25,20.07,21.69
HAIL,Advil,17/02/2020,1,26,4.97,5.82
MSQ,BE PLUS 30G,07/01/2020,1,7,18.02,19.34
MARS,Advil,10/01/2020,1,13,4.97,5.82
MSQ,Panadol,23/01/2020,1,9,2.1,2.9
NOV 18TH,Lisinopril,22/01/2020,1,9,11.07,12.06
MABELLA1,Risperdal,17/02/2020,1,28,9.75,10.7
W/SALE,Magne B6,17/01/2020,1,16,18.35,19.8
HAIL,Panadol,21/01/2020,1,12,2.1,2.9
HAIL,A 5 MG TAB,02/01/2020,1,11,11.28,12.18
MSQ,Visine,14/01/2020,1,10,6.63,7.56
MARS,Advil,12/02/2020,1,27,4.97,5.82
HAIL,Advil,26/01/2020,1,16,4.97,5.82
MABELLA1,Panadol,27/01/2020,1,4,2.1,2.9
NOV 18TH,Zoloft,05/01/2020,1,16,17.49,18.93
SQGM,Zoloft,09/02/2020,1,15,17.49,18.93
NOV 18TH,Zoloft,27/01/2020,1,11,17.49,18.93
SQGM,A 5 MG TAB,27/01/2020,1,7,11.28,12.18
HAIL,AM 10 MG TAB,29/01/2020,1,14,11.41,12.67
SQGM,BON CREAM 15G,05/02/2020,1,9,7.93,8.87
HAIL,BON CREAM 15G,13/02/2020,1,25,7.93,8.87
HAIL,BON CREAM 15G,06/02/2020,1,20,7.93,8.87
SHELL,Risperdal,03/02/2020,1,26,9.75,10.7
W/SALE,AL CREAM 15GM,25/01/2020,1,8,9.13,10.26
SQGM,Sebastian 20GM CREAM,20/01/2020,1,12,15.34,16.38
MARS,AM 10 MG TAB,03/01/2020,1,1,11.41,12.67
W/SALE,AM 10 MG TAB,04/02/2020,1,17,11.41,12.67
SHELL,Emend,15/02/2020,1,1,3.42,4.2
NOV 18TH,Amaryl,05/02/2020,1,17,20.07,21.69
HAIL,Magne B6,07/01/2020,1,28,18.35,19.8
ALKHUWAIR,Amaryl,11/02/2020,1,21,20.07,21.69
NOV 18TH,Advil,14/01/2020,1,5,4.97,5.82
NOV 18TH,Visine,17/02/2020,1,13,6.63,7.56
HAIL,NyQuill,09/02/2020,1,16,15.51,16.88
MABELLA1,Panadol,16/02/2020,1,5,2.1,2.9
MSQ,Amaryl,15/01/2020,1,8,20.07,21.69
MSQ,Magne B6,25/01/2020,1,13,18.35,19.8
NOV 18TH,Advil,23/01/2020,1,3,4.97,5.82
HAIL,BE PLUS 30G,04/02/2020,1,26,18.02,19.34
HAIL,Visine,09/02/2020,1,14,6.63,7.56
MSQ,AL CREAM 15GM,06/01/2020,1,8,9.13,10.26
HAIL,Lisinopril,20/01/2020,1,27,11.07,12.06
W/SALE,Zoloft,16/02/2020,1,5,17.49,18.93
ALKHUWAIR,Zovirax,01/02/2020,1,18,17.74,18.97
NOV 18TH,Zoloft,14/02/2020,1,18,17.49,18.93
MSQ,Amaryl,06/01/2020,1,9,20.07,21.69
SQGM,Risperdal,03/01/2020,1,7,9.75,10.7
SHELL,Zoloft,23/01/2020,1,11,17.49,18.93
MARS,Risperdal,15/02/2020,1,15,9.75,10.7
NOV 18TH,Risperdal,13/02/2020,1,26,9.75,10.7
SQGM,Amaryl,17/02/2020,1,22,20.07,21.69
MABELLA1,AM 10 MG TAB,25/01/2020,1,27,11.41,12.67
ALKHUWAIR,Miralax,01/01/2020,1,11,19.21,20.87
HAIL,Miralax,01/02/2020,1,2,19.21,20.87
MABELLA1,Visine,14/02/2020,1,27,6.63,7.56
W/SALE,Magne B6,24/01/2020,1,21,18.35,19.8
NOV 18TH,Magne B6,09/01/2020,1,15,18.35,19.8
MABELLA1,Zoloft,26/01/2020,1,14,17.49,18.93
SHELL,A 5 MG TAB,11/01/2020,1,7,11.28,12.18
MABELLA1,Miralax,06/02/2020,1,7,19.21,20.87
ALKHUWAIR,AM 10 MG TAB,15/02/2020,1,1,11.41,12.67
MABELLA1,BON CREAM 15G,05/01/2020,1,16,7.93,8.87
MARS,AM 10 MG TAB,05/01/2020,1,15,11.41,12.67
MSQ,NyQuill,06/01/2020,1,21,15.51,16.88
W/SALE,Lisinopril,06/02/2020,1,5,11.07,12.06
HAIL,NyQuill,30/01/2020,1,6,15.51,16.88
SQGM,A 5 MG TAB,20/01/2020,1,10,11.28,12.18
HAIL,A 5 MG TAB,10/01/2020,1,5,11.28,12.18
MSQ,Sebastian 20GM CREAM,09/01/2020,1,10,15.34,16.38
SHELL,BON CREAM 15G,03/01/2020,1,5,7.93,8.87
ALKHUWAIR,A 5 MG TAB,30/01/2020,1,15,11.28,12.18
MSQ,BE PLUS 30G,01/01/2020,1,6,18.02,19.34
MARS,A 5 MG TAB,24/01/2020,1,15,11.28,12.18
ALKHUWAIR,Panadol,02/01/2020,1,8,2.1,2.9
MSQ,Visine,12/01/2020,1,23,6.63,7.56
ALKHUWAIR,NyQuill,01/01/2020,1,25,15.51,16.88
MSQ,Lisinopril,03/01/2020,1,22,11.07,12.06
SQGM,Miralax,14/01/2020,1,14,19.21,20.87
SHELL,Emend,23/01/2020,1,1,3.42,4.2
SQGM,Visine,25/01/2020,1,21,6.63,7.56
MABELLA1,AM 10 MG TAB,25/01/2020,1,22,11.41,12.67
MARS,NyQuill,05/01/2020,1,19,15.51,16.88
MSQ,A D  25GM. CREAM,04/02/2020,1,3,16.69,18.08
HAIL,Emend,21/01/2020,1,14,3.42,4.2
W/SALE,Zoloft,01/02/2020,1,28,17.49,18.93
MSQ,Emend,25/01/2020,1,28,3.42,4.2
HAIL,NyQuill,16/02/2020,1,8,15.51,16.88
SHELL,Visine,12/02/2020,1,7,6.63,7.56
MSQ,Miralax,30/01/2020,1,5,19.21,20.87
SQGM,AM 10 MG TAB,15/02/2020,1,23,11.41,12.67
HAIL,NyQuill,08/01/2020,1,15,15.51,16.88
SQGM,Magne B6,07/01/2020,1,23,18.35,19.8
HAIL,NyQuill,08/01/2020,2,7,15.51,16.88
W/SALE,Amaryl,15/02/2020,2,19,20.07,21.69
NOV 18TH,Advil,19/01/2020,2,25,4.97,5.82
MSQ,BON CREAM 15G,17/02/2020,2,1,7.93,8.87
W/SALE,Risperdal,25/01/2020,2,1,9.75,10.7
NOV 18TH,BON CREAM 15G,02/01/2020,2,28,7.93,8.87
ALKHUWAIR,AM 10 MG TAB,01/01/2020,2,7,11.41,12.67
HAIL,AL CREAM 15GM,03/02/2020,2,20,9.13,10.26
ALKHUWAIR,A 5 MG TAB,09/02/2020,2,28,11.28,12.18
SQGM,Sebastian 20GM CREAM,15/01/2020,2,7,15.34,16.38
MSQ,A D  25GM. CREAM,12/02/2020,2,6,16.69,18.08
SHELL,BON CREAM 15G,16/02/2020,2,5,7.93,8.87
SHELL,AM 10 MG TAB,01/02/2020,2,20,11.41,12.67
W/SALE,Panadol,25/01/2020,2,11,2.1,2.9
MABELLA1,Zoloft,18/01/2020,2,15,17.49,18.93
SHELL,BE PLUS 30G,30/01/2020,2,19,18.02,19.34
SQGM,Zoloft,15/01/2020,2,29,17.49,18.93
ALKHUWAIR,Sebastian 20GM CREAM,03/01/2020,2,1,15.34,16.38
HAIL,Amaryl,05/01/2020,2,8,20.07,21.69
MABELLA1,Emend,28/01/2020,2,16,3.42,4.2
MABELLA1,Emend,05/01/2020,2,7,3.42,4.2
NOV 18TH,BON CREAM 15G,31/01/2020,2,21,7.93,8.87
W/SALE,Advil,28/01/2020,2,16,4.97,5.82
SHELL,Miralax,24/01/2020,2,5,19.21,20.87
MABELLA1,Risperdal,03/02/2020,2,4,9.75,10.7
W/SALE,Miralax,08/02/2020,2,4,19.21,20.87
HAIL,A 5 MG TAB,21/01/2020,2,28,11.28,12.18
ALKHUWAIR,Visine,17/01/2020,2,16,6.63,7.56
MABELLA1,AM 10 MG TAB,31/01/2020,2,28,11.41,12.67
MABELLA1,Zovirax,06/01/2020,2,25,17.74,18.97
MABELLA1,Magne B6,26/01/2020,2,16,18.35,19.8
SHELL,Advil,15/01/2020,2,28,4.97,5.82
ALKHUWAIR,A D  25GM. CREAM,13/01/2020,2,2,16.69,18.08
NOV 18TH,Zovirax,02/02/2020,2,7,17.74,18.97
MABELLA1,A D  25GM. CREAM,31/01/2020,2,26,16.69,18.08
MARS,A D  25GM. CREAM,30/01/2020,2,9,16.69,18.08
HAIL,AM 10 MG TAB,31/01/2020,2,21,11.41,12.67
NOV 18TH,Zovirax,22/01/2020,2,10,17.74,18.97
ALKHUWAIR,A 5 MG TAB,24/01/2020,2,11,11.28,12.18
NOV 18TH,BE PLUS 30G,10/01/2020,2,25,18.02,19.34
W/SALE,NyQuill,21/01/2020,2,12,15.51,16.88
SQGM,Advil,04/02/2020,2,10,4.97,5.82
SQGM,BON CREAM 15G,02/01/2020,2,22,7.93,8.87
W/SALE,AL CREAM 15GM,30/01/2020,2,17,9.13,10.26
ALKHUWAIR,Zoloft,07/01/2020,2,26,17.49,18.93
MSQ,Zovirax,30/01/2020,2,12,17.74,18.97
MSQ,NyQuill,29/01/2020,2,12,15.51,16.88
HAIL,AM 10 MG TAB,21/01/2020,2,19,11.41,12.67
W/SALE,NyQuill,29/01/2020,2,7,15.51,16.88
NOV 18TH,AL CREAM 15GM,27/01/2020,2,27,9.13,10.26
HAIL,Amaryl,29/01/2020,2,5,20.07,21.69
W/SALE,Risperdal,02/02/2020,2,19,9.75,10.7
MSQ,Risperdal,03/01/2020,2,8,9.75,10.7
HAIL,Visine,30/01/2020,2,2,6.63,7.56
SHELL,Risperdal,10/01/2020,2,2,9.75,10.7
HAIL,AM 10 MG TAB,18/01/2020,2,7,11.41,12.67
W/SALE,Zoloft,06/02/2020,2,17,17.49,18.93
MSQ,A D  25GM. CREAM,07/01/2020,2,25,16.69,18.08
ALKHUWAIR,Sebastian 20GM CREAM,25/01/2020,2,19,15.34,16.38
W/SALE,NyQuill,25/01/2020,2,25,15.51,16.88
MSQ,Emend,10/02/2020,2,15,3.42,4.2
HAIL,NyQuill,04/01/2020,2,24,15.51,16.88
ALKHUWAIR,Zovirax,26/01/2020,2,3,17.74,18.97
SQGM,Zovirax,04/02/2020,2,20,17.74,18.97
W/SALE,BE PLUS 30G,16/01/2020,2,18,18.02,19.34
MARS,Magne B6,09/02/2020,2,13,18.35,19.8
MARS,A D  25GM. CREAM,18/01/2020,2,11,16.69,18.08
SHELL,AL CREAM 15GM,03/01/2020,2,16,9.13,10.26
SQGM,NyQuill,15/02/2020,2,25,15.51,16.88
NOV 18TH,Visine,18/01/2020,2,8,6.63,7.56
MABELLA1,Visine,16/01/2020,2,12,6.63,7.56
NOV 18TH,Panadol,16/02/2020,2,11,2.1,2.9
MSQ,Magne B6,21/01/2020,2,16,18.35,19.8
HAIL,Visine,06/01/2020,2,18,6.63,7.56
ALKHUWAIR,Sebastian 20GM CREAM,12/02/2020,2,2,15.34,16.38
SQGM,Advil,28/01/2020,2,6,4.97,5.82
SHELL,Zovirax,28/01/2020,2,2,17.74,18.97
MSQ,Emend,03/02/2020,2,3,3.42,4.2
MABELLA1,AM 10 MG TAB,23/01/2020,2,17,11.41,12.67
SQGM,Sebastian 20GM CREAM,11/01/2020,2,23,15.34,16.38
NOV 18TH,A 5 MG TAB,08/02/2020,2,22,11.28,12.18
ALKHUWAIR,Emend,03/02/2020,2,1,3.42,4.2
MARS,Amaryl,19/01/2020,2,6,20.07,21.69
NOV 18TH,AL CREAM 15GM,21/01/2020,2,2,9.13,10.26
MABELLA1,Magne B6,05/01/2020,2,28,18.35,19.8
SHELL,Miralax,17/02/2020,2,2,19.21,20.87
MARS,AM 10 MG TAB,17/02/2020,2,10,11.41,12.67
MARS,Sebastian 20GM CREAM,17/02/2020,2,7,15.34,16.38
MABELLA1,Emend,14/01/2020,2,12,3.42,4.2
SHELL,Miralax,22/01/2020,2,2,19.21,20.87
W/SALE,Zovirax,13/01/2020,2,12,17.74,18.97
W/SALE,Advil,11/02/2020,2,24,4.97,5.82
NOV 18TH,AM 10 MG TAB,06/02/2020,2,29,11.41,12.67
SHELL,Zoloft,10/02/2020,2,1,17.49,18.93
W/SALE,Visine,04/01/2020,2,23,6.63,7.56
W/SALE,Visine,17/02/2020,2,1,6.63,7.56
MABELLA1,AM 10 MG TAB,06/01/2020,2,2,11.41,12.67
MSQ,Sebastian 20GM CREAM,03/01/2020,2,28,15.34,16.38
MABELLA1,A 5 MG TAB,05/01/2020,2,24,11.28,12.18
SHELL,BON CREAM 15G,16/01/2020,2,18,7.93,8.87
MSQ,NyQuill,30/01/2020,2,22,15.51,16.88
MABELLA1,Miralax,01/02/2020,2,15,19.21,20.87
W/SALE,Zovirax,04/01/2020,2,27,17.74,18.97
NOV 18TH,Emend,13/01/2020,2,2,3.42,4.2
HAIL,A D  25GM. CREAM,01/01/2020,2,26,16.69,18.08
SHELL,Zovirax,16/01/2020,2,17,17.74,18.97
MABELLA1,Emend,06/01/2020,2,17,3.42,4.2
NOV 18TH,Emend,07/02/2020,2,17,3.42,4.2
W/SALE,Zovirax,09/01/2020,2,12,17.74,18.97
NOV 18TH,Zoloft,03/02/2020,2,18,17.49,18.93
SQGM,Zovirax,07/01/2020,2,3,17.74,18.97
W/SALE,A D  25GM. CREAM,16/02/2020,2,13,16.69,18.08
W/SALE,Visine,08/02/2020,2,29,6.63,7.56
HAIL,AL CREAM 15GM,23/01/2020,2,11,9.13,10.26
SQGM,Lisinopril,23/01/2020,2,18,11.07,12.06
NOV 18TH,AL CREAM 15GM,16/02/2020,2,9,9.13,10.26
MABELLA1,Zovirax,26/01/2020,2,12,17.74,18.97
MSQ,A D  25GM. CREAM,17/01/2020,2,16,16.69,18.08
ALKHUWAIR,Magne B6,11/02/2020,2,4,18.35,19.8
MABELLA1,Zovirax,19/01/2020,2,10,17.74,18.97
MSQ,BE PLUS 30G,04/02/2020,2,12,18.02,19.34
SHELL,BE PLUS 30G,23/01/2020,2,9,18.02,19.34
SHELL,Emend,23/01/2020,2,5,3.42,4.2
SHELL,Emend,05/01/2020,2,14,3.42,4.2
MSQ,Magne B6,04/02/2020,2,9,18.35,19.8
MSQ,AM 10 MG TAB,12/01/2020,2,3,11.41,12.67
W/SALE,Visine,07/01/2020,2,9,6.63,7.56
MARS,Magne B6,09/02/2020,2,9,18.35,19.8
HAIL,Amaryl,13/02/2020,2,11,20.07,21.69
SHELL,Amaryl,15/02/2020,2,12,20.07,21.69
W/SALE,BE PLUS 30G,12/01/2020,2,25,18.02,19.34
ALKHUWAIR,Panadol,08/02/2020,2,24,2.1,2.9
NOV 18TH,Advil,16/02/2020,2,27,4.97,5.82
MARS,A 5 MG TAB,08/01/2020,2,16,11.28,12.18
SHELL,Miralax,22/01/2020,2,8,19.21,20.87
ALKHUWAIR,Miralax,20/01/2020,2,3,19.21,20.87
SHELL,BON CREAM 15G,05/02/2020,2,7,7.93,8.87
MARS,AL CREAM 15GM,03/01/2020,2,28,9.13,10.26
W/SALE,Zoloft,28/01/2020,2,15,17.49,18.93
MSQ,Advil,04/02/2020,2,23,4.97,5.82
ALKHUWAIR,BON CREAM 15G,29/01/2020,2,26,7.93,8.87
MABELLA1,AM 10 MG TAB,07/01/2020,2,10,11.41,12.67
NOV 18TH,Sebastian 20GM CREAM,17/02/2020,2,9,15.34,16.38
MABELLA1,Miralax,11/01/2020,2,27,19.21,20.87
MARS,Lisinopril,06/01/2020,2,19,11.07,12.06
NOV 18TH,AM 10 MG TAB,02/01/2020,2,16,11.41,12.67
MSQ,Miralax,16/01/2020,2,17,19.21,20.87
MABELLA1,Amaryl,07/01/2020,2,5,20.07,21.69
ALKHUWAIR,AL CREAM 15GM,03/02/2020,2,14,9.13,10.26
NOV 18TH,A D  25GM. CREAM,15/01/2020,2,20,16.69,18.08
HAIL,NyQuill,06/02/2020,2,22,15.51,16.88
MABELLA1,Risperdal,02/02/2020,2,1,9.75,10.7
MARS,Magne B6,09/01/2020,2,25,18.35,19.8
MSQ,Visine,09/02/2020,2,7,6.63,7.56
MARS,Magne B6,14/01/2020,2,6,18.35,19.8
HAIL,AL CREAM 15GM,24/01/2020,2,15,9.13,10.26
ALKHUWAIR,Lisinopril,31/01/2020,2,2,11.07,12.06
MSQ,Lisinopril,10/02/2020,2,8,11.07,12.06
SQGM,NyQuill,27/01/2020,2,12,15.51,16.88
MARS,Advil,11/02/2020,2,19,4.97,5.82
SQGM,Zovirax,22/01/2020,2,8,17.74,18.97
ALKHUWAIR,Advil,14/02/2020,2,26,4.97,5.82
ALKHUWAIR,Amaryl,06/02/2020,2,10,20.07,21.69
MSQ,A D  25GM. CREAM,23/01/2020,2,18,16.69,18.08
MARS,Panadol,03/02/2020,2,29,2.1,2.9
ALKHUWAIR,Panadol,12/01/2020,2,7,2.1,2.9
ALKHUWAIR,Sebastian 20GM CREAM,29/01/2020,2,13,15.34,16.38
W/SALE,BE PLUS 30G,18/01/2020,2,15,18.02,19.34
HAIL,A 5 MG TAB,21/01/2020,2,28,11.28,12.18
MSQ,Magne B6,28/01/2020,2,12,18.35,19.8
ALKHUWAIR,AL CREAM 15GM,02/02/2020,2,23,9.13,10.26
MARS,Visine,07/02/2020,2,5,6.63,7.56
SHELL,BE PLUS 30G,07/01/2020,2,29,18.02,19.34
MSQ,AM 10 MG TAB,18/01/2020,2,7,11.41,12.67
SHELL,Magne B6,06/02/2020,2,14,18.35,19.8
MSQ,Amaryl,24/01/2020,2,13,20.07,21.69
ALKHUWAIR,Sebastian 20GM CREAM,01/02/2020,2,21,15.34,16.38
MABELLA1,Amaryl,10/02/2020,2,14,20.07,21.69
MABELLA1,Risperdal,30/01/2020,2,17,9.75,10.7
MARS,Zovirax,04/01/2020,2,14,17.74,18.97
SQGM,Lisinopril,01/01/2020,2,5,11.07,12.06
HAIL,Sebastian 20GM CREAM,01/02/2020,2,6,15.34,16.38
NOV 18TH,Advil,03/01/2020,2,4,4.97,5.82
MABELLA1,Emend,30/01/2020,2,1,3.42,4.2
SQGM,A D  25GM. CREAM,17/01/2020,2,2,16.69,18.08
HAIL,Advil,04/02/2020,2,19,4.97,5.82
SHELL,Visine,05/02/2020,2,3,6.63,7.56
SQGM,A D  25GM. CREAM,14/01/2020,2,1,16.69,18.08
HAIL,A 5 MG TAB,13/01/2020,2,13,11.28,12.18
NOV 18TH,A D  25GM. CREAM,17/02/2020,2,8,16.69,18.08
MARS,Emend,10/01/2020,2,15,3.42,4.2
SHELL,AL CREAM 15GM,02/02/2020,2,25,9.13,10.26
ALKHUWAIR,Panadol,17/02/2020,2,28,2.1,2.9
SHELL,Zoloft,27/01/2020,2,19,17.49,18.93
SHELL,A D  25GM. CREAM,12/01/2020,2,23,16.69,18.08
ALKHUWAIR,Zovirax,10/01/2020,2,26,17.74,18.97
W/SALE,Panadol,11/02/2020,2,5,2.1,2.9
NOV 18TH,AL CREAM 15GM,30/01/2020,2,2,9.13,10.26
NOV 18TH,Visine,07/02/2020,2,16,6.63,7.56
MARS,Risperdal,25/01/2020,2,5,9.75,10.7
MARS,A 5 MG TAB,03/01/2020,2,12,11.28,12.18
MSQ,Sebastian 20GM CREAM,12/01/2020,2,20,15.34,16.38
MSQ,BE PLUS 30G,21/01/2020,2,27,18.02,19.34
HAIL,Amaryl,08/01/2020,2,15,20.07,21.69
MABELLA1,Panadol,03/02/2020,2,22,2.1,2.9
SQGM,Emend,15/02/2020,2,15,3.42,4.2
SQGM,Panadol,14/01/2020,2,16,2.1,2.9
NOV 18TH,AM 10 MG TAB,04/01/2020,2,18,11.41,12.67
SQGM,BE PLUS 30G,25/01/2020,2,2,18.02,19.34
ALKHUWAIR,Advil,01/01/2020,2,15,4.97,5.82
MSQ,Risperdal,11/02/2020,2,15,9.75,10.7
MSQ,Emend,30/01/2020,2,13,3.42,4.2
SQGM,AL CREAM 15GM,13/01/2020,2,29,9.13,10.26
