Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
SHELL,Magne B6,29/01/2020,1,14,1.835,1.98
SQGM,Miralax,27/01/2020,1,15,1.921,2.087
SQGM,Emend,06/02/2020,1,15,0.342,0.42
MSQ,BON CREAM 15G,09/01/2020,1,28,0.793,0.887
HAIL,AL CREAM 15GM,16/02/2020,1,12,0.913,1.026
SQGM,Panadol,05/02/2020,1,1,0.21,0.29
SQGM,Amaryl,04/02/2020,1,12,2.007,2.169
MARS,Amaryl,30/01/2020,1,25,2.007,2.169
ALKHUWAIR,Panadol,20/01/2020,1,1,0.21,0.29
SQGM,Advil,12/02/2020,1,2,0.497,0.582
MSQ,Risperdal,21/01/2020,1,18,0.975,1.07
NOV 18TH,BON CREAM 15G,22/01/2020,1,26,0.793,0.887
SHELL,Advil,22/01/2020,1,18,0.497,0.582
HAIL,AL CREAM 15GM,15/01/2020,1,12,0.913,1.026
MABELLA1,Zoloft,05/02/2020,1,27,1.749,1.893
ALKHUWAIR,AM 10 MG TAB,18/01/2020,1,7,1.141,1.267
MSQ,Risperdal,05/01/2020,1,22,0.975,1.07
HAIL,Sebastian 20GM CREAM,10/01/2020,1,2,1.534,1.638
SHELL,BE PLUS 30G,19/01/2020,1,2,1.802,1.934
MABELLA1,Lisinopril,28/01/2020,1,15,1.107,1.206
HAIL,Miralax,03/01/2020,1,20,1.921,2.087
MARS,A 5 MG TAB,14/02/2020,1,10,1.128,1.218
SHELL,Magne B6,21/01/2020,1,1,1.835,1.98
SQGM,A D  25GM. CREAM,13/01/2020,1,17,1.669,1.808
SHELL,Advil,01/01/2020,1,28,0.497,0.582
ALKHUWAIR,Magne B6,27/01/2020,1,29,1.835,1.98
MSQ,Panadol,08/01/2020,1,28,0.21,0.29
SHELL,Magne B6,18/01/2020,1,25,1.835,1.98
MSQ,Miralax,03/01/2020,1,29,1.921,2.087
SQGM,Lisinopril,17/02/2020,1,29,1.107,1.206
W/SALE,Zoloft,24/01/2020,1,25,1.749,1.893
W/SALE,Zoloft,21/01/2020,1,20,1.749,1.893
MARS,Zoloft,17/02/2020,1,21,1.749,1.893
MARS,Zovirax,15/01/2020,1,7,1.774,1.897
SQGM,Advil,01/02/2020,1,22,0.497,0.582
NOV 18TH,Amaryl,08/01/2020,1,21,2.007,2.169
SHELL,Magne B6,06/02/2020,1,25,1.835,1.98
ALKHUWAIR,BON CREAM 15G,18/01/2020,1,24,0.793,0.887
HAIL,Zovirax,13/02/2020,1,19,1.774,1.897
MSQ,Zoloft,06/01/2020,1,6,1.749,1.893
MABELLA1,A D  25GM. CREAM,11/02/2020,1,6,1.669,1.808
MSQ,Panadol,28/01/2020,1,5,0.21,0.29
MABELLA1,NyQuill,01/01/2020,1,6,1.551,1.688
HAIL,Emend,03/02/2020,1,21,0.342,0.42
HAIL,Panadol,09/01/2020,1,19,0.21,0.29
ALKHUWAIR,BON CREAM 15G,09/01/2020,1,12,0.793,0.887
MARS,A D  25GM. CREAM,15/01/2020,1,3,1.669,1.808
SHELL,AM 10 MG TAB,15/01/2020,1,5,1.141,1.267
ALKHUWAIR,A 5 MG TAB,28/01/2020,1,12,1.128,1.218
NOV 18TH,BON CREAM 15G,09/01/2020,1,21,0.793,0.887
ALKHUWAIR,Visine,16/01/2020,1,9,0.663,0.756
SQGM,AL CREAM 15GM,10/01/2020,1,16,0.913,1.026
MABELLA1,AM 10 MG TAB,21/01/2020,1,19,1.141,1.267
MSQ,Emend,31/01/2020,1,15,0.342,0.42
NOV 18TH,Panadol,01/02/2020,1,25,0.21,0.29
NOV 18TH,NyQuill,12/01/2020,1,11,1.551,1.688
W/SALE,A 5 MG TAB,03/01/2020,1,29,1.128,1.218
HAIL,Miralax,12/02/2020,1,16,1.921,2.087
MARS,Zovirax,03/01/2020,1,28,1.774,1.897
MABELLA1,A D  25GM. CREAM,27/01/2020,1,28,1.669,1.808
W/SALE,Advil,06/01/2020,1,11,0.497,0.582
ALKHUWAIR,Miralax,06/01/2020,1,23,1.921,2.087
NOV 18TH,Risperdal,30/01/2020,1,18,0.975,1.07
MABELLA1,Zoloft,11/02/2020,1,1,1.749,1.893
SHELL,Sebastian 20GM CREAM,06/01/2020,1,28,1.534,1.638
MABELLA1,Zoloft,06/01/2020,1,28,1.749,1.893
MABELLA1,Miralax,12/02/2020,1,22,1.921,2.087
NOV 18TH,Visine,11/01/2020,1,17,0.663,0.756
MABELLA1,Risperdal,08/01/2020,1,4,0.975,1.07
ALKHUWAIR,BON CREAM 15G,17/02/2020,1,11,0.793,0.887
HAIL,A 5 MG TAB,17/01/2020,1,19,1.128,1.218
MSQ,Risperdal,08/01/2020,1,15,0.975,1.07
MABELLA1,A D  25GM. CREAM,22/01/2020,1,23,1.669,1.808
ALKHUWAIR,Advil,02/01/2020,1,29,0.497,0.582
NOV 18TH,AM 10 MG TAB,21/01/2020,1,7,1.141,1.267
W/SALE,Miralax,12/01/2020,1,1,1.921,2.087
ALKHUWAIR,Sebastian 20GM CREAM,25/01/2020,1,27,1.534,1.638
HAIL,Sebastian 20GM CREAM,25/01/2020,1,3,1.534,1.638
MARS,Panadol,27/01/2020,1,20,0.21,0.29
HAIL,AL CREAM 15GM,24/01/2020,1,7,0.913,1.026
W/SALE,AL CREAM 15GM,31/01/2020,1,10,0.913,1.026
MABELLA1,Emend,04/02/2020,1,28,0.342,0.42
HAIL,Magne B6,04/01/2020,1,11,1.835,1.98
MARS,Zoloft,30/01/2020,1,10,1.749,1.893
HAIL,Visine,04/02/2020,1,5,0.663,0.756
SHELL,Advil,14/01/2020,1,29,0.497,0.582
MABELLA1,Advil,10/01/2020,1,29,0.497,0.582
MARS,A 5 MG TAB,07/01/2020,1,26,1.128,1.218
NOV 18TH,Advil,14/02/2020,1,25,0.497,0.582
HAIL,BON CREAM 15G,15/01/2020,1,6,0.793,0.887
MABELLA1,Miralax,06/02/2020,1,10,1.921,2.087
SQGM,Lisinopril,17/01/2020,1,18,1.107,1.206
SQGM,Panadol,31/01/2020,1,28,0.21,0.29
MABELLA1,Risperdal,17/01/2020,1,12,0.975,1.07
W/SALE,Lisinopril,31/01/2020,1,28,1.107,1.206
MARS,AM 10 MG TAB,07/01/2020,1,29,1.141,1.267
MSQ,Zovirax,13/01/2020,1,9,1.774,1.897
W/SALE,BON CREAM 15G,12/01/2020,1,7,0.793,0.887
NOV 18TH,A 5 MG TAB,29/01/2020,1,22,1.128,1.218
MABELLA1,Emend,06/01/2020,1,5,0.342,0.42
HAIL,Panadol,02/02/2020,1,17,0.21,0.29
MARS,A 5 MG TAB,10/01/2020,1,2,1.128,1.218
MSQ,Emend,05/02/2020,1,6,0.342,0.42
W/SALE,Miralax,13/02/2020,1,17,1.921,2.087
MARS,Panadol,31/01/2020,1,17,0.21,0.29
MSQ,Amaryl,12/01/2020,1,27,2.007,2.169
NOV 18TH,NyQuill,31/01/2020,1,26,1.551,1.688
SQGM,Miralax,04/01/2020,1,19,1.921,2.087
NOV 18TH,BON CREAM 15G,10/01/2020,1,25,0.793,0.887
ALKHUWAIR,Panadol,01/01/2020,1,14,0.21,0.29
HAIL,Advil,12/01/2020,1,20,0.497,0.582
MARS,Visine,09/01/2020,1,2,0.663,0.756
W/SALE,AL CREAM 15GM,16/01/2020,1,13,0.913,1.026
SQGM,A 5 MG TAB,30/01/2020,1,1,1.128,1.218
MABELLA1,Amaryl,09/02/2020,1,5,2.007,2.169
SQGM,AL CREAM 15GM,30/01/2020,1,23,0.913,1.026
NOV 18TH,Advil,06/01/2020,1,29,0.497,0.582
NOV 18TH,Miralax,09/01/2020,1,25,1.921,2.087
W/SALE,AM 10 MG TAB,12/01/2020,1,13,1.141,1.267
ALKHUWAIR,NyQuill,26/01/2020,1,23,1.551,1.688
SHELL,Magne B6,01/01/2020,1,25,1.835,1.98
SHELL,AL CREAM 15GM,04/02/2020,1,20,0.913,1.026
W/SALE,BON CREAM 15G,05/01/2020,1,1,0.793,0.887
W/SALE,Panadol,06/01/2020,1,7,0.21,0.29
SHELL,Amaryl,30/01/2020,1,25,2.007,2.169
HAIL,Advil,17/02/2020,1,26,0.497,0.582
MSQ,BE PLUS 30G,07/01/2020,1,7,1.802,1.934
MARS,Advil,10/01/2020,1,13,0.497,0.582
MSQ,Panadol,23/01/2020,1,9,0.21,0.29
NOV 18TH,Lisinopril,22/01/2020,1,9,1.107,1.206
MABELLA1,Risperdal,17/02/2020,1,28,0.975,1.07
W/SALE,Magne B6,17/01/2020,1,16,1.835,1.98
HAIL,Panadol,21/01/2020,1,12,0.21,0.29
HAIL,A 5 MG TAB,02/01/2020,1,11,1.128,1.218
MSQ,Visine,14/01/2020,1,10,0.663,0.756
MARS,Advil,12/02/2020,1,27,0.497,0.582
HAIL,Advil,26/01/2020,1,16,0.497,0.582
MABELLA1,Panadol,27/01/2020,1,4,0.21,0.29
NOV 18TH,Zoloft,05/01/2020,1,16,1.749,1.893
SQGM,Zoloft,09/02/2020,1,15,1.749,1.893
NOV 18TH,Zoloft,27/01/2020,1,11,1.749,1.893
SQGM,A 5 MG TAB,27/01/2020,1,7,1.128,1.218
HAIL,AM 10 MG TAB,29/01/2020,1,14,1.141,1.267
SQGM,BON CREAM 15G,05/02/2020,1,9,0.793,0.887
HAIL,BON CREAM 15G,13/02/2020,1,25,0.793,0.887
HAIL,BON CREAM 15G,06/02/2020,1,20,0.793,0.887
SHELL,Risperdal,03/02/2020,1,26,0.975,1.07
W/SALE,AL CREAM 15GM,25/01/2020,1,8,0.913,1.026
SQGM,Sebastian 20GM CREAM,20/01/2020,1,12,1.534,1.638
MARS,AM 10 MG TAB,03/01/2020,1,1,1.141,1.267
W/SALE,AM 10 MG TAB,04/02/2020,1,17,1.141,1.267
SHELL,Emend,15/02/2020,1,1,0.342,0.42
NOV 18TH,Amaryl,05/02/2020,1,17,2.007,2.169
HAIL,Magne B6,07/01/2020,1,28,1.835,1.98
ALKHUWAIR,Amaryl,11/02/2020,1,21,2.007,2.169
NOV 18TH,Advil,14/01/2020,1,5,0.497,0.582
NOV 18TH,Visine,17/02/2020,1,13,0.663,0.756
HAIL,NyQuill,09/02/2020,1,16,1.551,1.688
MABELLA1,Panadol,16/02/2020,1,5,0.21,0.29
MSQ,Amaryl,15/01/2020,1,8,2.007,2.169
MSQ,Magne B6,25/01/2020,1,13,1.835,1.98
NOV 18TH,Advil,23/01/2020,1,3,0.497,0.582
HAIL,BE PLUS 30G,04/02/2020,1,26,1.802,1.934
HAIL,Visine,09/02/2020,1,14,0.663,0.756
MSQ,AL CREAM 15GM,06/01/2020,1,8,0.913,1.026
HAIL,Lisinopril,20/01/2020,1,27,1.107,1.206
W/SALE,Zoloft,16/02/2020,1,5,1.749,1.893
ALKHUWAIR,Zovirax,01/02/2020,1,18,1.774,1.897
NOV 18TH,Zoloft,14/02/2020,1,18,1.749,1.893
MSQ,Amaryl,06/01/2020,1,9,2.007,2.169
SQGM,Risperdal,03/01/2020,1,7,0.975,1.07
SHELL,Zoloft,23/01/2020,1,11,1.749,1.893
MARS,Risperdal,15/02/2020,1,15,0.975,1.07
NOV 18TH,Risperdal,13/02/2020,1,26,0.975,1.07
SQGM,Amaryl,17/02/2020,1,22,2.007,2.169
MABELLA1,AM 10 MG TAB,25/01/2020,1,27,1.141,1.267
ALKHUWAIR,Miralax,01/01/2020,1,11,1.921,2.087
HAIL,Miralax,01/02/2020,1,2,1.921,2.087
MABELLA1,Visine,14/02/2020,1,27,0.663,0.756
W/SALE,Magne B6,24/01/2020,1,21,1.835,1.98
NOV 18TH,Magne B6,09/01/2020,1,15,1.835,1.98
MABELLA1,Zoloft,26/01/2020,1,14,1.749,1.893
SHELL,A 5 MG TAB,11/01/2020,1,7,1.128,1.218
MABELLA1,Miralax,06/02/2020,1,7,1.921,2.087
ALKHUWAIR,AM 10 MG TAB,15/02/2020,1,1,1.141,1.267
MABELLA1,BON CREAM 15G,05/01/2020,1,16,0.793,0.887
MARS,AM 10 MG TAB,05/01/2020,1,15,1.141,1.267
MSQ,NyQuill,06/01/2020,1,21,1.551,1.688
W/SALE,Lisinopril,06/02/2020,1,5,1.107,1.206
HAIL,NyQuill,30/01/2020,1,6,1.551,1.688
SQGM,A 5 MG TAB,20/01/2020,1,10,1.128,1.218
HAIL,A 5 MG TAB,10/01/2020,1,5,1.128,1.218
MSQ,Sebastian 20GM CREAM,09/01/2020,1,10,1.534,1.638
SHELL,BON CREAM 15G,03/01/2020,1,5,0.793,0.887
ALKHUWAIR,A 5 MG TAB,30/01/2020,1,15,1.128,1.218
MSQ,BE PLUS 30G,01/01/2020,1,6,1.802,1.934
MARS,A 5 MG TAB,24/01/2020,1,15,1.128,1.218
ALKHUWAIR,Panadol,02/01/2020,1,8,0.21,0.29
MSQ,Visine,12/01/2020,1,23,0.663,0.756
ALKHUWAIR,NyQuill,01/01/2020,1,25,1.551,1.688
MSQ,Lisinopril,03/01/2020,1,22,1.107,1.206
SQGM,Miralax,14/01/2020,1,14,1.921,2.087
SHELL,Emend,23/01/2020,1,1,0.342,0.42
SQGM,Visine,25/01/2020,1,21,0.663,0.756
MABELLA1,AM 10 MG TAB,25/01/2020,1,22,1.141,1.267
MARS,NyQuill,05/01/2020,1,19,1.551,1.688
MSQ,A D  25GM. CREAM,04/02/2020,1,3,1.669,1.808
HAIL,Emend,21/01/2020,1,14,0.342,0.42
W/SALE,Zoloft,01/02/2020,1,28,1.749,1.893
MSQ,Emend,25/01/2020,1,28,0.342,0.42
HAIL,NyQuill,16/02/2020,1,8,1.551,1.688
SHELL,Visine,12/02/2020,1,7,0.663,0.756
MSQ,Miralax,30/01/2020,1,5,1.921,2.087
SQGM,AM 10 MG TAB,15/02/2020,1,23,1.141,1.267
HAIL,NyQuill,08/01/2020,1,15,1.551,1.688
SQGM,Magne B6,07/01/2020,1,23,1.835,1.98
HAIL,NyQuill,08/01/2020,2,7,1.551,1.688
W/SALE,Amaryl,15/02/2020,2,19,2.007,2.169
NOV 18TH,Advil,19/01/2020,2,25,0.497,0.582
MSQ,BON CREAM 15G,17/02/2020,2,1,0.793,0.887
W/SALE,Risperdal,25/01/2020,2,1,0.975,1.07
NOV 18TH,BON CREAM 15G,02/01/2020,2,28,0.793,0.887
ALKHUWAIR,AM 10 MG TAB,01/01/2020,2,7,1.141,1.267
HAIL,AL CREAM 15GM,03/02/2020,2,20,0.913,1.026
ALKHUWAIR,A 5 MG TAB,09/02/2020,2,28,1.128,1.218
SQGM,Sebastian 20GM CREAM,15/01/2020,2,7,1.534,1.638
MSQ,A D  25GM. CREAM,12/02/2020,2,6,1.669,1.808
SHELL,BON CREAM 15G,16/02/2020,2,5,0.793,0.887
SHELL,AM 10 MG TAB,01/02/2020,2,20,1.141,1.267
W/SALE,Panadol,25/01/2020,2,11,0.21,0.29
MABELLA1,Zoloft,18/01/2020,2,15,1.749,1.893
SHELL,BE PLUS 30G,30/01/2020,2,19,1.802,1.934
SQGM,Zoloft,15/01/2020,2,29,1.749,1.893
ALKHUWAIR,Sebastian 20GM CREAM,03/01/2020,2,1,1.534,1.638
HAIL,Amaryl,05/01/2020,2,8,2.007,2.169
MABELLA1,Emend,28/01/2020,2,16,0.342,0.42
MABELLA1,Emend,05/01/2020,2,7,0.342,0.42
NOV 18TH,BON CREAM 15G,31/01/2020,2,21,0.793,0.887
W/SALE,Advil,28/01/2020,2,16,0.497,0.582
SHELL,Miralax,24/01/2020,2,5,1.921,2.087
MABELLA1,Risperdal,03/02/2020,2,4,0.975,1.07
W/SALE,Miralax,08/02/2020,2,4,1.921,2.087
HAIL,A 5 MG TAB,21/01/2020,2,28,1.128,1.218
ALKHUWAIR,Visine,17/01/2020,2,16,0.663,0.756
MABELLA1,AM 10 MG TAB,31/01/2020,2,28,1.141,1.267
MABELLA1,Zovirax,06/01/2020,2,25,1.774,1.897
MABELLA1,Magne B6,26/01/2020,2,16,1.835,1.98
SHELL,Advil,15/01/2020,2,28,0.497,0.582
ALKHUWAIR,A D  25GM. CREAM,13/01/2020,2,2,1.669,1.808
NOV 18TH,Zovirax,02/02/2020,2,7,1.774,1.897
MABELLA1,A D  25GM. CREAM,31/01/2020,2,26,1.669,1.808
MARS,A D  25GM. CREAM,30/01/2020,2,9,1.669,1.808
HAIL,AM 10 MG TAB,31/01/2020,2,21,1.141,1.267
NOV 18TH,Zovirax,22/01/2020,2,10,1.774,1.897
ALKHUWAIR,A 5 MG TAB,24/01/2020,2,11,1.128,1.218
NOV 18TH,BE PLUS 30G,10/01/2020,2,25,1.802,1.934
W/SALE,NyQuill,21/01/2020,2,12,1.551,1.688
SQGM,Advil,04/02/2020,2,10,0.497,0.582
SQGM,BON CREAM 15G,02/01/2020,2,22,0.793,0.887
W/SALE,AL CREAM 15GM,30/01/2020,2,17,0.913,1.026
ALKHUWAIR,Zoloft,07/01/2020,2,26,1.749,1.893
MSQ,Zovirax,30/01/2020,2,12,1.774,1.897
MSQ,NyQuill,29/01/2020,2,12,1.551,1.688
HAIL,AM 10 MG TAB,21/01/2020,2,19,1.141,1.267
W/SALE,NyQuill,29/01/2020,2,7,1.551,1.688
NOV 18TH,AL CREAM 15GM,27/01/2020,2,27,0.913,1.026
HAIL,Amaryl,29/01/2020,2,5,2.007,2.169
W/SALE,Risperdal,02/02/2020,2,19,0.975,1.07
MSQ,Risperdal,03/01/2020,2,8,0.975,1.07
HAIL,Visine,30/01/2020,2,2,0.663,0.756
SHELL,Risperdal,10/01/2020,2,2,0.975,1.07
HAIL,AM 10 MG TAB,18/01/2020,2,7,1.141,1.267
W/SALE,Zoloft,06/02/2020,2,17,1.749,1.893
MSQ,A D  25GM. CREAM,07/01/2020,2,25,1.669,1.808
ALKHUWAIR,Sebastian 20GM CREAM,25/01/2020,2,19,1.534,1.638
W/SALE,NyQuill,25/01/2020,2,25,1.551,1.688
MSQ,Emend,10/02/2020,2,15,0.342,0.42
HAIL,NyQuill,04/01/2020,2,24,1.551,1.688
ALKHUWAIR,Zovirax,26/01/2020,2,3,1.774,1.897
SQGM,Zovirax,04/02/2020,2,20,1.774,1.897
W/SALE,BE PLUS 30G,16/01/2020,2,18,1.802,1.934
MARS,Magne B6,09/02/2020,2,13,1.835,1.98
MARS,A D  25GM. CREAM,18/01/2020,2,11,1.669,1.808
SHELL,AL CREAM 15GM,03/01/2020,2,16,0.913,1.026
SQGM,NyQuill,15/02/2020,2,25,1.551,1.688
NOV 18TH,Visine,18/01/2020,2,8,0.663,0.756
MABELLA1,Visine,16/01/2020,2,12,0.663,0.756
NOV 18TH,Panadol,16/02/2020,2,11,0.21,0.29
MSQ,Magne B6,21/01/2020,2,16,1.835,1.98
HAIL,Visine,06/01/2020,2,18,0.663,0.756
ALKHUWAIR,Sebastian 20GM CREAM,12/02/2020,2,2,1.534,1.638
SQGM,Advil,28/01/2020,2,6,0.497,0.582
SHELL,Zovirax,28/01/2020,2,2,1.774,1.897
MSQ,Emend,03/02/2020,2,3,0.342,0.42
MABELLA1,AM 10 MG TAB,23/01/2020,2,17,1.141,1.267
SQGM,Sebastian 20GM CREAM,11/01/2020,2,23,1.534,1.638
NOV 18TH,A 5 MG TAB,08/02/2020,2,22,1.128,1.218
ALKHUWAIR,Emend,03/02/2020,2,1,0.342,0.42
MARS,Amaryl,19/01/2020,2,6,2.007,2.169
NOV 18TH,AL CREAM 15GM,21/01/2020,2,2,0.913,1.026
MABELLA1,Magne B6,05/01/2020,2,28,1.835,1.98
SHELL,Miralax,17/02/2020,2,2,1.921,2.087
MARS,AM 10 MG TAB,17/02/2020,2,10,1.141,1.267
MARS,Sebastian 20GM CREAM,17/02/2020,2,7,1.534,1.638
MABELLA1,Emend,14/01/2020,2,12,0.342,0.42
SHELL,Miralax,22/01/2020,2,2,1.921,2.087
W/SALE,Zovirax,13/01/2020,2,12,1.774,1.897
W/SALE,Advil,11/02/2020,2,24,0.497,0.582
NOV 18TH,AM 10 MG TAB,06/02/2020,2,29,1.141,1.267
SHELL,Zoloft,10/02/2020,2,1,1.749,1.893
W/SALE,Visine,04/01/2020,2,23,0.663,0.756
W/SALE,Visine,17/02/2020,2,1,0.663,0.756
MABELLA1,AM 10 MG TAB,06/01/2020,2,2,1.141,1.267
MSQ,Sebastian 20GM CREAM,03/01/2020,2,28,1.534,1.638
MABELLA1,A 5 MG TAB,05/01/2020,2,24,1.128,1.218
SHELL,BON CREAM 15G,16/01/2020,2,18,0.793,0.887
MSQ,NyQuill,30/01/2020,2,22,1.551,1.688
MABELLA1,Miralax,01/02/2020,2,15,1.921,2.087
W/SALE,Zovirax,04/01/2020,2,27,1.774,1.897
NOV 18TH,Emend,13/01/2020,2,2,0.342,0.42
HAIL,A D  25GM. CREAM,01/01/2020,2,26,1.669,1.808
SHELL,Zovirax,16/01/2020,2,17,1.774,1.897
MABELLA1,Emend,06/01/2020,2,17,0.342,0.42
NOV 18TH,Emend,07/02/2020,2,17,0.342,0.42
W/SALE,Zovirax,09/01/2020,2,12,1.774,1.897
NOV 18TH,Zoloft,03/02/2020,2,18,1.749,1.893
SQGM,Zovirax,07/01/2020,2,3,1.774,1.897
W/SALE,A D  25GM. CREAM,16/02/2020,2,13,1.669,1.808
W/SALE,Visine,08/02/2020,2,29,0.663,0.756
HAIL,AL CREAM 15GM,23/01/2020,2,11,0.913,1.026
SQGM,Lisinopril,23/01/2020,2,18,1.107,1.206
NOV 18TH,AL CREAM 15GM,16/02/2020,2,9,0.913,1.026
MABELLA1,Zovirax,26/01/2020,2,12,1.774,1.897
MSQ,A D  25GM. CREAM,17/01/2020,2,16,1.669,1.808
ALKHUWAIR,Magne B6,11/02/2020,2,4,1.835,1.98
MABELLA1,Zovirax,19/01/2020,2,10,1.774,1.897
MSQ,BE PLUS 30G,04/02/2020,2,12,1.802,1.934
SHELL,BE PLUS 30G,23/01/2020,2,9,1.802,1.934
SHELL,Emend,23/01/2020,2,5,0.342,0.42
SHELL,Emend,05/01/2020,2,14,0.342,0.42
MSQ,Magne B6,04/02/2020,2,9,1.835,1.98
MSQ,AM 10 MG TAB,12/01/2020,2,3,1.141,1.267
W/SALE,Visine,07/01/2020,2,9,0.663,0.756
MARS,Magne B6,09/02/2020,2,9,1.835,1.98
HAIL,Amaryl,13/02/2020,2,11,2.007,2.169
SHELL,Amaryl,15/02/2020,2,12,2.007,2.169
W/SALE,BE PLUS 30G,12/01/2020,2,25,1.802,1.934
ALKHUWAIR,Panadol,08/02/2020,2,24,0.21,0.29
NOV 18TH,Advil,16/02/2020,2,27,0.497,0.582
MARS,A 5 MG TAB,08/01/2020,2,16,1.128,1.218
SHELL,Miralax,22/01/2020,2,8,1.921,2.087
ALKHUWAIR,Miralax,20/01/2020,2,3,1.921,2.087
SHELL,BON CREAM 15G,05/02/2020,2,7,0.793,0.887
MARS,AL CREAM 15GM,03/01/2020,2,28,0.913,1.026
W/SALE,Zoloft,28/01/2020,2,15,1.749,1.893
MSQ,Advil,04/02/2020,2,23,0.497,0.582
ALKHUWAIR,BON CREAM 15G,29/01/2020,2,26,0.793,0.887
MABELLA1,AM 10 MG TAB,07/01/2020,2,10,1.141,1.267
NOV 18TH,Sebastian 20GM CREAM,17/02/2020,2,9,1.534,1.638
MABELLA1,Miralax,11/01/2020,2,27,1.921,2.087
MARS,Lisinopril,06/01/2020,2,19,1.107,1.206
NOV 18TH,AM 10 MG TAB,02/01/2020,2,16,1.141,1.267
MSQ,Miralax,16/01/2020,2,17,1.921,2.087
MABELLA1,Amaryl,07/01/2020,2,5,2.007,2.169
ALKHUWAIR,AL CREAM 15GM,03/02/2020,2,14,0.913,1.026
NOV 18TH,A D  25GM. CREAM,15/01/2020,2,20,1.669,1.808
HAIL,NyQuill,06/02/2020,2,22,1.551,1.688
MABELLA1,Risperdal,02/02/2020,2,1,0.975,1.07
MARS,Magne B6,09/01/2020,2,25,1.835,1.98
MSQ,Visine,09/02/2020,2,7,0.663,0.756
MARS,Magne B6,14/01/2020,2,6,1.835,1.98
HAIL,AL CREAM 15GM,24/01/2020,2,15,0.913,1.026
ALKHUWAIR,Lisinopril,31/01/2020,2,2,1.107,1.206
MSQ,Lisinopril,10/02/2020,2,8,1.107,1.206
SQGM,NyQuill,27/01/2020,2,12,1.551,1.688
MARS,Advil,11/02/2020,2,19,0.497,0.582
SQGM,Zovirax,22/01/2020,2,8,1.774,1.897
ALKHUWAIR,Advil,14/02/2020,2,26,0.497,0.582
ALKHUWAIR,Amaryl,06/02/2020,2,10,2.007,2.169
MSQ,A D  25GM. CREAM,23/01/2020,2,18,1.669,1.808
MARS,Panadol,03/02/2020,2,29,0.21,0.29
ALKHUWAIR,Panadol,12/01/2020,2,7,0.21,0.29
ALKHUWAIR,Sebastian 20GM CREAM,29/01/2020,2,13,1.534,1.638
W/SALE,BE PLUS 30G,18/01/2020,2,15,1.802,1.934
HAIL,A 5 MG TAB,21/01/2020,2,28,1.128,1.218
MSQ,Magne B6,28/01/2020,2,12,1.835,1.98
ALKHUWAIR,AL CREAM 15GM,02/02/2020,2,23,0.913,1.026
MARS,Visine,07/02/2020,2,5,0.663,0.756
SHELL,BE PLUS 30G,07/01/2020,2,29,1.802,1.934
MSQ,AM 10 MG TAB,18/01/2020,2,7,1.141,1.267
SHELL,Magne B6,06/02/2020,2,14,1.835,1.98
MSQ,Amaryl,24/01/2020,2,13,2.007,2.169
ALKHUWAIR,Sebastian 20GM CREAM,01/02/2020,2,21,1.534,1.638
MABELLA1,Amaryl,10/02/2020,2,14,2.007,2.169
MABELLA1,Risperdal,30/01/2020,2,17,0.975,1.07
MARS,Zovirax,04/01/2020,2,14,1.774,1.897
SQGM,Lisinopril,01/01/2020,2,5,1.107,1.206
HAIL,Sebastian 20GM CREAM,01/02/2020,2,6,1.534,1.638
NOV 18TH,Advil,03/01/2020,2,4,0.497,0.582
MABELLA1,Emend,30/01/2020,2,1,0.342,0.42
SQGM,A D  25GM. CREAM,17/01/2020,2,2,1.669,1.808
HAIL,Advil,04/02/2020,2,19,0.497,0.582
SHELL,Visine,05/02/2020,2,3,0.663,0.756
SQGM,A D  25GM. CREAM,14/01/2020,2,1,1.669,1.808
HAIL,A 5 MG TAB,13/01/2020,2,13,1.128,1.218
NOV 18TH,A D  25GM. CREAM,17/02/2020,2,8,1.669,1.808
MARS,Emend,10/01/2020,2,15,0.342,0.42
SHELL,AL CREAM 15GM,02/02/2020,2,25,0.913,1.026
ALKHUWAIR,Panadol,17/02/2020,2,28,0.21,0.29
SHELL,Zoloft,27/01/2020,2,19,1.749,1.893
SHELL,A D  25GM. CREAM,12/01/2020,2,23,1.669,1.808
ALKHUWAIR,Zovirax,10/01/2020,2,26,1.774,1.897
W/SALE,Panadol,11/02/2020,2,5,0.21,0.29
NOV 18TH,AL CREAM 15GM,30/01/2020,2,2,0.913,1.026
NOV 18TH,Visine,07/02/2020,2,16,0.663,0.756
MARS,Risperdal,25/01/2020,2,5,0.975,1.07
MARS,A 5 MG TAB,03/01/2020,2,12,1.128,1.218
MSQ,Sebastian 20GM CREAM,12/01/2020,2,20,1.534,1.638
MSQ,BE PLUS 30G,21/01/2020,2,27,1.802,1.934
HAIL,Amaryl,08/01/2020,2,15,2.007,2.169
MABELLA1,Panadol,03/02/2020,2,22,0.21,0.29
SQGM,Emend,15/02/2020,2,15,0.342,0.42
SQGM,Panadol,14/01/2020,2,16,0.21,0.29
NOV 18TH,AM 10 MG TAB,04/01/2020,2,18,1.141,1.267
SQGM,BE PLUS 30G,25/01/2020,2,2,1.802,1.934
ALKHUWAIR,Advil,01/01/2020,2,15,0.497,0.582
MSQ,Risperdal,11/02/2020,2,15,0.975,1.07
MSQ,Emend,30/01/2020,2,13,0.342,0.42
SQGM,AL CREAM 15GM,13/01/2020,2,29,0.913,1.026
