Departmant,Item,Tdate,TypeID,Qty,Cost,Rate,DeptID,ItemID
Tender,Zoloft,24/01/2020,1,5,1.749,1.893,10,12
Tender,AL CREAM 15GM,13/01/2020,1,20,0.913,1.026,10,3
Tender,Magne B6,10/01/2020,1,7,1.835,1.98,10,16
Tender,Magne B6,08/01/2020,1,18,1.835,1.98,10,16
Tender,Advil,08/02/2020,1,2,0.497,0.582,10,6
Tender,Advil,13/01/2020,1,20,0.497,0.582,10,6
Tender,Sebastian 20GM CREAM,10/01/2020,1,2,1.534,1.638,10,7
Tender,Zovirax,12/02/2020,1,15,1.774,1.897,10,15
Tender,AM 10 MG TAB,09/01/2020,1,12,1.141,1.267,10,2
Tender,NyQuill,06/02/2020,1,10,1.551,1.688,10,10
Tender,Lisinopril,29/01/2020,1,19,1.107,1.206,10,11
Tender,NyQuill,02/01/2020,1,21,1.551,1.688,10,10
Tender,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026,10,3
Tender,Sebastian 20GM CREAM,14/02/2020,1,13,1.534,1.638,10,7
Tender,Visine,23/01/2020,1,25,0.663,0.756,10,5
Tender,BE PLUS 30G,12/01/2020,1,8,1.802,1.934,10,14
Tender,Lisinopril,13/02/2020,1,27,1.107,1.206,10,11
Tender,Magne B6,02/02/2020,1,1,1.835,1.98,10,16
Tender,BE PLUS 30G,07/01/2020,1,19,1.802,1.934,10,14
Tender,Zoloft,01/02/2020,1,16,1.749,1.893,10,12
Tender,AM 10 MG TAB,08/01/2020,1,2,1.141,1.267,10,2
Tender,Amaryl,15/01/2020,1,28,2.007,2.169,10,17
Tender,AL CREAM 15GM,11/02/2020,1,25,0.913,1.026,10,3
Tender,Visine,10/01/2020,1,5,0.663,0.756,10,5
Tender,Miralax,27/01/2020,1,15,1.921,2.087,10,4
Tender,Emend,06/02/2020,1,15,0.342,0.42,10,9
Tender,Panadol,05/02/2020,1,1,0.21,0.29,10,13
Tender,Amaryl,04/02/2020,1,12,2.007,2.169,10,17
Tender,Advil,12/02/2020,1,2,0.497,0.582,10,6
Tender,A D  25GM. CREAM,13/01/2020,1,17,1.669,1.808,10,8
Tender,Lisinopril,17/02/2020,1,29,1.107,1.206,10,11
Tender,Advil,01/02/2020,1,22,0.497,0.582,10,6
Tender,AL CREAM 15GM,10/01/2020,1,16,0.913,1.026,10,3
Tender,Lisinopril,17/01/2020,1,18,1.107,1.206,10,11
Tender,Panadol,31/01/2020,1,28,0.21,0.29,10,13
Tender,Miralax,04/01/2020,1,19,1.921,2.087,10,4
Tender,A 5 MG TAB,30/01/2020,1,1,1.128,1.218,10,1
Tender,AL CREAM 15GM,30/01/2020,1,23,0.913,1.026,10,3
Tender,Zoloft,09/02/2020,1,15,1.749,1.893,10,12
Tender,A 5 MG TAB,27/01/2020,1,7,1.128,1.218,10,1
Tender,BON CREAM 15G,05/02/2020,1,9,0.793,0.887,10,19
Tender,Sebastian 20GM CREAM,20/01/2020,1,12,1.534,1.638,10,7
Tender,Risperdal,03/01/2020,1,7,0.975,1.07,10,18
Tender,Amaryl,17/02/2020,1,22,2.007,2.169,10,17
Tender,A 5 MG TAB,20/01/2020,1,10,1.128,1.218,10,1
Tender,Miralax,14/01/2020,1,14,1.921,2.087,10,4
Tender,Visine,25/01/2020,1,21,0.663,0.756,10,5
Tender,AM 10 MG TAB,15/02/2020,1,23,1.141,1.267,10,2
Tender,Magne B6,07/01/2020,1,23,1.835,1.98,10,16
Tender,Sebastian 20GM CREAM,15/01/2020,2,7,1.534,1.638,10,7
Tender,Zoloft,15/01/2020,2,29,1.749,1.893,10,12
Tender,Advil,04/02/2020,2,10,0.497,0.582,10,6
Tender,BON CREAM 15G,02/01/2020,2,22,0.793,0.887,10,19
Tender,Zovirax,04/02/2020,2,20,1.774,1.897,10,15
Tender,NyQuill,15/02/2020,2,25,1.551,1.688,10,10
Tender,Advil,28/01/2020,2,6,0.497,0.582,10,6
Tender,Sebastian 20GM CREAM,11/01/2020,2,23,1.534,1.638,10,7
Tender,Zovirax,07/01/2020,2,3,1.774,1.897,10,15
Tender,Lisinopril,23/01/2020,2,18,1.107,1.206,10,11
Tender,NyQuill,27/01/2020,2,12,1.551,1.688,10,10
Tender,Zovirax,22/01/2020,2,8,1.774,1.897,10,15
Tender,Lisinopril,01/01/2020,2,5,1.107,1.206,10,11
Tender,A D  25GM. CREAM,17/01/2020,2,2,1.669,1.808,10,8
Tender,A D  25GM. CREAM,14/01/2020,2,1,1.669,1.808,10,8
Tender,Emend,15/02/2020,2,15,0.342,0.42,10,9
Tender,Panadol,14/01/2020,2,16,0.21,0.29,10,13
Tender,BE PLUS 30G,25/01/2020,2,2,1.802,1.934,10,14
Tender,AL CREAM 15GM,13/01/2020,2,29,0.913,1.026,10,3
Tender,Emend,13/02/2020,2,8,0.342,0.42,10,9
Tender,BON CREAM 15G,07/01/2020,2,20,0.793,0.887,10,19
Tender,Lisinopril,04/02/2020,2,22,1.107,1.206,10,11
Tender,Miralax,09/02/2020,2,18,1.921,2.087,10,4
Tender,BE PLUS 30G,29/01/2020,2,29,1.802,1.934,10,14
Tender,Magne B6,25/01/2020,2,18,1.835,1.98,10,16
Tender,A D  25GM. CREAM,22/01/2020,2,4,1.669,1.808,10,8
Tender,BON CREAM 15G,10/02/2020,2,14,0.793,0.887,10,19
Tender,AL CREAM 15GM,09/02/2020,2,6,0.913,1.026,10,3
Tender,A D  25GM. CREAM,01/01/2020,2,22,1.669,1.808,10,8
Tender,Advil,28/01/2020,2,4,0.497,0.582,10,6
Tender,A 5 MG TAB,09/02/2020,2,14,1.128,1.218,10,1
Tender,Zovirax,12/01/2020,2,29,1.774,1.897,10,15
Tender,Advil,16/01/2020,2,27,0.497,0.582,10,6
Tender,A D  25GM. CREAM,23/01/2020,2,28,1.669,1.808,10,8
Tender,Emend,31/01/2020,2,28,0.342,0.42,10,9
Tender,Zovirax,18/01/2020,2,22,1.774,1.897,10,15
Tender,Visine,20/01/2020,2,6,0.663,0.756,10,5
Tender,NyQuill,04/02/2020,2,10,1.551,1.688,10,10
Tender,Zoloft,08/01/2020,2,10,1.749,1.893,10,12
Tender,Zoloft,03/01/2020,2,24,1.749,1.893,10,12
Tender,BE PLUS 30G,10/01/2020,1,14,1.802,1.934,10,14
Tender,BE PLUS 30G,04/01/2020,1,3,1.802,1.934,10,14
Tender,Sebastian 20GM CREAM,02/01/2020,1,27,1.534,1.638,10,7
Tender,BE PLUS 30G,04/02/2020,1,8,1.802,1.934,10,14
Tender,A D  25GM. CREAM,19/01/2020,1,14,1.669,1.808,10,8
Tender,AM 10 MG TAB,24/01/2020,1,8,1.141,1.267,10,2
Tender,Visine,15/02/2020,1,16,0.663,0.756,10,5
Tender,BON CREAM 15G,05/01/2020,1,5,0.793,0.887,10,19
Tender,Miralax,13/01/2020,1,13,1.921,2.087,10,4
Tender,Miralax,25/01/2020,1,29,1.921,2.087,10,4
Tender,AM 10 MG TAB,07/02/2020,1,10,1.141,1.267,10,2
Tender,Zovirax,23/01/2020,1,27,1.774,1.897,10,15
Tender,AM 10 MG TAB,15/02/2020,1,18,1.141,1.267,10,2
Tender,Lisinopril,26/01/2020,1,2,1.107,1.206,10,11
Tender,Advil,02/01/2020,1,25,0.497,0.582,10,6
Tender,NyQuill,03/01/2020,1,25,1.551,1.688,10,10
Tender,BON CREAM 15G,22/01/2020,1,4,0.793,0.887,10,19
Tender,Panadol,17/02/2020,1,8,0.21,0.29,10,13
Tender,AM 10 MG TAB,03/01/2020,1,8,1.141,1.267,10,2
Tender,Advil,14/01/2020,1,28,0.497,0.582,10,6
Tender,A 5 MG TAB,06/02/2020,1,27,1.128,1.218,10,1
Tender,A 5 MG TAB,24/01/2020,1,23,1.128,1.218,10,1
Tender,Lisinopril,13/02/2020,1,17,1.107,1.206,10,11
Tender,BE PLUS 30G,05/02/2020,1,15,1.802,1.934,10,14
Tender,Zoloft,05/01/2020,1,3,1.749,1.893,10,12
Tender,Miralax,05/02/2020,1,3,1.921,2.087,10,4
Tender,BE PLUS 30G,29/01/2020,1,10,1.802,1.934,10,14
Tender,NyQuill,17/02/2020,1,4,1.551,1.688,10,10
Tender,BON CREAM 15G,08/01/2020,1,29,0.793,0.887,10,19
Tender,A D  25GM. CREAM,17/02/2020,1,1,1.669,1.808,10,8
Tender,Panadol,17/01/2020,1,14,0.21,0.29,10,13
Tender,Lisinopril,21/01/2020,1,26,1.107,1.206,10,11
Tender,Lisinopril,06/01/2020,1,10,1.107,1.206,10,11
Tender,A D  25GM. CREAM,17/01/2020,1,29,1.669,1.808,10,8
Tender,Lisinopril,13/01/2020,1,24,1.107,1.206,10,11
Tender,Magne B6,17/02/2020,1,27,1.835,1.98,10,16
Tender,BON CREAM 15G,09/02/2020,2,26,0.793,0.887,10,19
Tender,Panadol,24/01/2020,2,15,0.21,0.29,10,13
Tender,Advil,15/01/2020,2,23,0.497,0.582,10,6
Tender,BON CREAM 15G,14/02/2020,2,8,0.793,0.887,10,19
Tender,Lisinopril,01/01/2020,2,22,1.107,1.206,10,11
Tender,NyQuill,09/02/2020,2,21,1.551,1.688,10,10
Tender,Risperdal,06/01/2020,2,14,0.975,1.07,10,18
Tender,Panadol,28/01/2020,2,13,0.21,0.29,10,13
Tender,BON CREAM 15G,09/01/2020,2,8,0.793,0.887,10,19
Tender,A D  25GM. CREAM,02/02/2020,2,7,1.669,1.808,10,8
Tender,Advil,07/01/2020,2,17,0.497,0.582,10,6
Tender,Risperdal,09/02/2020,2,14,0.975,1.07,10,18
Tender,AM 10 MG TAB,17/01/2020,2,18,1.141,1.267,10,2
Tender,BON CREAM 15G,05/02/2020,2,19,0.793,0.887,10,19
Tender,Advil,15/02/2020,2,28,0.497,0.582,10,6
Tender,Risperdal,27/01/2020,2,15,0.975,1.07,10,18
Tender,Panadol,03/01/2020,2,6,0.21,0.29,10,13
Tender,AL CREAM 15GM,12/02/2020,2,29,0.913,1.026,10,3
Tender,Amaryl,10/02/2020,2,12,2.007,2.169,10,17
Tender,Zoloft,16/01/2020,2,7,1.749,1.893,10,12
Tender,BE PLUS 30G,07/02/2020,2,11,1.802,1.934,10,14
Tender,Advil,03/02/2020,2,6,0.497,0.582,10,6
Tender,Lisinopril,16/02/2020,2,25,1.107,1.206,10,11
Tender,Zovirax,12/02/2020,2,22,1.774,1.897,10,15
Tender,Zovirax,06/01/2020,2,24,1.774,1.897,10,15
Tender,Emend,05/01/2020,2,19,0.342,0.42,10,9
Tender,AL CREAM 15GM,23/01/2020,2,13,0.913,1.026,10,3
Tender,AM 10 MG TAB,11/02/2020,2,26,1.141,1.267,10,2
Tender,Zovirax,16/02/2020,2,17,1.774,1.897,10,15
Tender,Visine,19/01/2020,2,9,0.663,0.756,10,5
Tender,Magne B6,16/02/2020,2,18,1.835,1.98,10,16
Tender,Advil,24/01/2020,2,27,0.497,0.582,10,6
Tender,Amaryl,03/01/2020,2,28,2.007,2.169,10,17
Tender,Panadol,03/02/2020,2,9,0.21,0.29,10,13
Tender,A D  25GM. CREAM,27/01/2020,2,15,1.669,1.808,10,8
Tender,NyQuill,07/02/2020,2,26,1.551,1.688,10,10
Tender,Zovirax,10/02/2020,2,8,1.774,1.897,10,15
Tender,A D  25GM. CREAM,10/02/2020,2,7,1.669,1.808,10,8
Tender,Lisinopril,11/01/2020,2,4,1.107,1.206,10,11
Tender,Panadol,05/02/2020,1,5,0.21,0.29,10,13
Tender,NyQuill,23/01/2020,1,18,1.551,1.688,10,10
Tender,Zovirax,03/02/2020,1,27,1.774,1.897,10,15
Tender,AL CREAM 15GM,09/02/2020,1,19,0.913,1.026,10,3
Tender,Sebastian 20GM CREAM,14/02/2020,1,3,1.534,1.638,10,7
Tender,Panadol,28/01/2020,1,29,0.21,0.29,10,13
Tender,Zoloft,29/01/2020,1,7,1.749,1.893,10,12
Tender,Magne B6,13/01/2020,1,19,1.835,1.98,10,16
Tender,Zovirax,31/01/2020,1,6,1.774,1.897,10,15
Tender,Risperdal,02/02/2020,1,19,0.975,1.07,10,18
Tender,Magne B6,07/01/2020,1,4,1.835,1.98,10,16
Tender,Emend,09/02/2020,1,1,0.342,0.42,10,9
Tender,NyQuill,12/02/2020,1,21,1.551,1.688,10,10
Tender,Zoloft,21/01/2020,1,10,1.749,1.893,10,12
Tender,AM 10 MG TAB,21/01/2020,1,5,1.141,1.267,10,2
Tender,Emend,26/01/2020,1,15,0.342,0.42,10,9
Tender,Sebastian 20GM CREAM,19/01/2020,1,3,1.534,1.638,10,7
Tender,Emend,17/01/2020,1,6,0.342,0.42,10,9
Tender,Zovirax,16/01/2020,1,26,1.774,1.897,10,15
Tender,Emend,11/01/2020,1,13,0.342,0.42,10,9
Tender,Sebastian 20GM CREAM,29/01/2020,1,13,1.534,1.638,10,7
Tender,Sebastian 20GM CREAM,26/01/2020,1,24,1.534,1.638,10,7
Tender,Zoloft,05/01/2020,1,5,1.749,1.893,10,12
Tender,BE PLUS 30G,24/01/2020,1,19,1.802,1.934,10,14
Tender,Risperdal,01/02/2020,1,11,0.975,1.07,10,18
Tender,A D  25GM. CREAM,18/01/2020,1,23,1.669,1.808,10,8
Tender,AL CREAM 15GM,05/01/2020,1,23,0.913,1.026,10,3
Tender,Sebastian 20GM CREAM,02/02/2020,1,19,1.534,1.638,10,7
Tender,Visine,11/02/2020,1,21,0.663,0.756,10,5
Tender,Zovirax,25/01/2020,1,28,1.774,1.897,10,15
Tender,Advil,12/02/2020,1,8,0.497,0.582,10,6
Tender,Miralax,08/02/2020,1,22,1.921,2.087,10,4
Tender,Zoloft,29/01/2020,1,16,1.749,1.893,10,12
Tender,A 5 MG TAB,07/02/2020,1,22,1.128,1.218,10,1
Tender,AM 10 MG TAB,03/01/2020,1,3,1.141,1.267,10,2
Tender,BE PLUS 30G,06/02/2020,1,29,1.802,1.934,10,14
Tender,Emend,02/02/2020,1,28,0.342,0.42,10,9
Tender,Emend,14/01/2020,1,18,0.342,0.42,10,9
Tender,A D  25GM. CREAM,15/02/2020,1,14,1.669,1.808,10,8
Tender,BE PLUS 30G,03/01/2020,1,9,1.802,1.934,10,14
Tender,Visine,07/02/2020,1,25,0.663,0.756,10,5
Tender,Sebastian 20GM CREAM,12/01/2020,1,29,1.534,1.638,10,7
Tender,A D  25GM. CREAM,11/01/2020,1,14,1.669,1.808,10,8
Tender,BON CREAM 15G,21/01/2020,1,14,0.793,0.887,10,19
Tender,AM 10 MG TAB,31/01/2020,1,26,1.141,1.267,10,2
Tender,BE PLUS 30G,14/01/2020,1,22,1.802,1.934,10,14
Tender,Zovirax,11/01/2020,1,24,1.774,1.897,10,15
Tender,Amaryl,28/01/2020,1,24,2.007,2.169,10,17
Tender,A 5 MG TAB,14/02/2020,1,1,1.128,1.218,10,1
Tender,Zovirax,13/01/2020,1,24,1.774,1.897,10,15
Tender,Lisinopril,09/02/2020,1,16,1.107,1.206,10,11
Tender,Zoloft,01/01/2020,1,20,1.749,1.893,10,12
Tender,BON CREAM 15G,05/01/2020,1,17,0.793,0.887,10,19
Tender,A 5 MG TAB,13/01/2020,1,22,1.128,1.218,10,1
Tender,Risperdal,04/01/2020,1,4,0.975,1.07,10,18
Tender,BE PLUS 30G,03/02/2020,1,16,1.802,1.934,10,14
Tender,Magne B6,04/01/2020,1,6,1.835,1.98,10,16
Tender,Zoloft,31/01/2020,1,14,1.749,1.893,10,12
Tender,AL CREAM 15GM,06/02/2020,2,2,0.913,1.026,10,3
Tender,Sebastian 20GM CREAM,05/02/2020,2,1,1.534,1.638,10,7
Tender,NyQuill,25/01/2020,2,26,1.551,1.688,10,10
Tender,Sebastian 20GM CREAM,06/01/2020,2,26,1.534,1.638,10,7
Tender,AL CREAM 15GM,03/02/2020,2,21,0.913,1.026,10,3
Tender,Visine,20/01/2020,2,16,0.663,0.756,10,5
Tender,BON CREAM 15G,03/01/2020,2,16,0.793,0.887,10,19
Tender,AL CREAM 15GM,16/02/2020,2,14,0.913,1.026,10,3
Tender,Emend,25/01/2020,2,15,0.342,0.42,10,9
Tender,Sebastian 20GM CREAM,11/01/2020,2,7,1.534,1.638,10,7
Tender,A D  25GM. CREAM,01/02/2020,2,1,1.669,1.808,10,8
Tender,BE PLUS 30G,14/02/2020,2,4,1.802,1.934,10,14
Tender,Amaryl,01/01/2020,2,27,2.007,2.169,10,17
Tender,Zoloft,07/02/2020,2,29,1.749,1.893,10,12
Tender,Zoloft,10/02/2020,2,7,1.749,1.893,10,12
Tender,Lisinopril,14/01/2020,2,20,1.107,1.206,10,11
Tender,Advil,08/02/2020,2,15,0.497,0.582,10,6
Tender,Magne B6,01/02/2020,2,10,1.835,1.98,10,16
Tender,Zoloft,09/02/2020,2,25,1.749,1.893,10,12
Tender,A 5 MG TAB,04/02/2020,2,23,1.128,1.218,10,1
Tender,BE PLUS 30G,14/02/2020,2,4,1.802,1.934,10,14
Tender,BON CREAM 15G,28/01/2020,2,29,0.793,0.887,10,19
Tender,Miralax,28/01/2020,2,16,1.921,2.087,10,4
Tender,Risperdal,05/02/2020,2,4,0.975,1.07,10,18
Tender,Zovirax,09/02/2020,2,5,1.774,1.897,10,15
Tender,AM 10 MG TAB,08/01/2020,2,1,1.141,1.267,10,2
Tender,Panadol,18/01/2020,2,15,0.21,0.29,10,13
Tender,Emend,14/02/2020,2,12,0.342,0.42,10,9
Tender,BON CREAM 15G,17/01/2020,2,8,0.793,0.887,10,19
Tender,Amaryl,10/02/2020,2,13,2.007,2.169,10,17
Tender,Panadol,08/02/2020,2,26,0.21,0.29,10,13
Tender,A 5 MG TAB,15/02/2020,2,3,1.128,1.218,10,1
Tender,Panadol,07/02/2020,2,27,0.21,0.29,10,13
Tender,AM 10 MG TAB,11/02/2020,2,1,1.141,1.267,10,2
Tender,Magne B6,07/02/2020,1,28,1.835,1.98,10,16
Tender,Zovirax,07/01/2020,1,24,1.774,1.897,10,15
Tender,Visine,11/02/2020,1,29,0.663,0.756,10,5
Tender,AL CREAM 15GM,26/01/2020,1,14,0.913,1.026,10,3
Tender,BON CREAM 15G,07/01/2020,1,28,0.793,0.887,10,19
Tender,BON CREAM 15G,09/02/2020,1,17,0.793,0.887,10,19
Tender,Magne B6,03/01/2020,1,6,1.835,1.98,10,16
Tender,Panadol,29/01/2020,1,10,0.21,0.29,10,13
Tender,AL CREAM 15GM,09/02/2020,1,26,0.913,1.026,10,3
Tender,Magne B6,04/01/2020,1,7,1.835,1.98,10,16
Tender,A D  25GM. CREAM,08/01/2020,1,1,1.669,1.808,10,8
Tender,A 5 MG TAB,07/02/2020,1,15,1.128,1.218,10,1
Tender,Magne B6,12/02/2020,1,19,1.835,1.98,10,16
Tender,Lisinopril,02/02/2020,1,26,1.107,1.206,10,11
Tender,Panadol,11/01/2020,1,28,0.21,0.29,10,13
Tender,Risperdal,05/02/2020,1,10,0.975,1.07,10,18
Tender,Visine,04/01/2020,1,22,0.663,0.756,10,5
Tender,Magne B6,15/01/2020,1,6,1.835,1.98,10,16
Tender,Visine,26/01/2020,1,24,0.663,0.756,10,5
Tender,A 5 MG TAB,09/02/2020,1,24,1.128,1.218,10,1
Tender,BE PLUS 30G,08/02/2020,1,5,1.802,1.934,10,14
Tender,Zoloft,29/01/2020,1,19,1.749,1.893,10,12
Tender,Miralax,02/02/2020,1,11,1.921,2.087,10,4
Tender,Lisinopril,11/02/2020,1,18,1.107,1.206,10,11
Tender,Miralax,16/01/2020,1,2,1.921,2.087,10,4
Tender,Zoloft,01/01/2020,1,5,1.749,1.893,10,12
Tender,A 5 MG TAB,25/01/2020,1,19,1.128,1.218,10,1
Tender,A 5 MG TAB,01/01/2020,1,12,1.128,1.218,10,1
Tender,NyQuill,14/02/2020,1,8,1.551,1.688,10,10
Tender,NyQuill,05/02/2020,1,20,1.551,1.688,10,10
Tender,BE PLUS 30G,22/01/2020,1,21,1.802,1.934,10,14
Tender,Miralax,12/01/2020,1,6,1.921,2.087,10,4
Tender,Lisinopril,11/02/2020,1,1,1.107,1.206,10,11
Tender,BON CREAM 15G,08/01/2020,1,21,0.793,0.887,10,19
Tender,Lisinopril,18/01/2020,1,9,1.107,1.206,10,11
Tender,Advil,16/01/2020,1,3,0.497,0.582,10,6
Tender,Advil,13/01/2020,1,8,0.497,0.582,10,6
Tender,BON CREAM 15G,02/01/2020,1,3,0.793,0.887,10,19
Tender,Risperdal,26/01/2020,1,27,0.975,1.07,10,18
Tender,Visine,26/01/2020,1,27,0.663,0.756,10,5
Tender,A D  25GM. CREAM,18/01/2020,1,10,1.669,1.808,10,8
Tender,Lisinopril,14/01/2020,1,17,1.107,1.206,10,11
Tender,Lisinopril,21/01/2020,1,24,1.107,1.206,10,11
Tender,NyQuill,02/01/2020,1,1,1.551,1.688,10,10
Tender,Lisinopril,04/01/2020,1,18,1.107,1.206,10,11
Tender,Emend,02/01/2020,1,8,0.342,0.42,10,9
Tender,Emend,08/02/2020,1,14,0.342,0.42,10,9
Tender,AL CREAM 15GM,11/02/2020,1,27,0.913,1.026,10,3
Tender,Zoloft,21/01/2020,1,24,1.749,1.893,10,12
Tender,A D  25GM. CREAM,13/02/2020,2,11,1.669,1.808,10,8
Tender,Emend,11/02/2020,2,6,0.342,0.42,10,9
Tender,Miralax,05/02/2020,2,18,1.921,2.087,10,4
Tender,Risperdal,27/01/2020,2,22,0.975,1.07,10,18
Tender,Miralax,16/02/2020,2,10,1.921,2.087,10,4
Tender,AM 10 MG TAB,17/01/2020,2,6,1.141,1.267,10,2
Tender,AL CREAM 15GM,13/01/2020,2,13,0.913,1.026,10,3
Tender,BON CREAM 15G,04/01/2020,2,13,0.793,0.887,10,19
Tender,Visine,15/01/2020,2,14,0.663,0.756,10,5
Tender,Magne B6,11/01/2020,2,14,1.835,1.98,10,16
Tender,Emend,21/01/2020,2,22,0.342,0.42,10,9
Tender,Lisinopril,07/02/2020,2,15,1.107,1.206,10,11
Tender,Amaryl,04/01/2020,2,11,2.007,2.169,10,17
Tender,A 5 MG TAB,28/01/2020,1,7,1.128,1.218,10,1
Tender,AL CREAM 15GM,09/01/2020,1,14,0.913,1.026,10,3
Tender,Emend,25/01/2020,1,14,0.342,0.42,10,9
Tender,Miralax,09/01/2020,1,24,1.921,2.087,10,4
Tender,Zoloft,16/01/2020,1,14,1.749,1.893,10,12
Tender,A D  25GM. CREAM,03/02/2020,1,28,1.669,1.808,10,8
Tender,Emend,06/01/2020,1,16,0.342,0.42,10,9
Tender,Visine,12/02/2020,1,26,0.663,0.756,10,5
Tender,BON CREAM 15G,21/01/2020,1,2,0.793,0.887,10,19
Tender,Zoloft,12/01/2020,1,29,1.749,1.893,10,12
Tender,NyQuill,06/02/2020,1,18,1.551,1.688,10,10
Tender,Emend,05/02/2020,1,19,0.342,0.42,10,9
SQGM,NyQuill,06/01/2020,1,12,1.551,1.688,5,10
SQGM,Amaryl,10/01/2020,1,7,2.007,2.169,5,17
SQGM,A D  25GM. CREAM,13/02/2020,1,28,1.669,1.808,5,8
SQGM,Advil,15/01/2020,1,1,0.497,0.582,5,6
SQGM,Visine,03/01/2020,1,24,0.663,0.756,5,5
SQGM,NyQuill,04/02/2020,1,1,1.551,1.688,5,10
SQGM,AL CREAM 15GM,04/01/2020,1,28,0.913,1.026,5,3
SQGM,Amaryl,25/01/2020,1,19,2.007,2.169,5,17
SQGM,BON CREAM 15G,13/01/2020,1,19,0.793,0.887,5,19
SQGM,Emend,08/01/2020,1,20,0.342,0.42,5,9
SQGM,Risperdal,26/01/2020,1,26,0.975,1.07,5,18
SQGM,BON CREAM 15G,09/02/2020,1,12,0.793,0.887,5,19
SQGM,BON CREAM 15G,07/01/2020,1,12,0.793,0.887,5,19
SQGM,Panadol,16/01/2020,1,21,0.21,0.29,5,13
SQGM,A 5 MG TAB,02/01/2020,1,29,1.128,1.218,5,1
SQGM,BON CREAM 15G,16/01/2020,1,19,0.793,0.887,5,19
SQGM,A D  25GM. CREAM,06/02/2020,1,25,1.669,1.808,5,8
SQGM,Zoloft,12/01/2020,1,2,1.749,1.893,5,12
SQGM,Amaryl,28/01/2020,2,11,2.007,2.169,5,17
SQGM,A D  25GM. CREAM,07/02/2020,2,17,1.669,1.808,5,8
SQGM,Zoloft,06/02/2020,2,4,1.749,1.893,5,12
SQGM,A 5 MG TAB,11/01/2020,2,12,1.128,1.218,5,1
SQGM,Panadol,15/01/2020,2,7,0.21,0.29,5,13
SQGM,Advil,16/02/2020,2,10,0.497,0.582,5,6
SQGM,Sebastian 20GM CREAM,18/01/2020,2,2,1.534,1.638,5,7
SQGM,Panadol,05/01/2020,2,22,0.21,0.29,5,13
SQGM,Zoloft,25/01/2020,2,10,1.749,1.893,5,12
SQGM,Magne B6,31/01/2020,2,16,1.835,1.98,5,16
SQGM,Miralax,15/02/2020,2,12,1.921,2.087,5,4
SQGM,Miralax,01/02/2020,2,5,1.921,2.087,5,4
SQGM,Zoloft,17/01/2020,2,24,1.749,1.893,5,12
SQGM,Zovirax,16/02/2020,2,19,1.774,1.897,5,15
SQGM,Amaryl,02/01/2020,2,23,2.007,2.169,5,17
SQGM,AM 10 MG TAB,30/01/2020,2,10,1.141,1.267,5,2
SQGM,AL CREAM 15GM,31/01/2020,2,3,0.913,1.026,5,3
SQGM,Panadol,02/02/2020,2,9,0.21,0.29,5,13
SQGM,Zoloft,24/01/2020,2,8,1.749,1.893,5,12
SQGM,Zovirax,30/01/2020,2,10,1.774,1.897,5,15
SQGM,AL CREAM 15GM,03/01/2020,1,14,0.913,1.026,5,3
SQGM,Panadol,14/02/2020,1,7,0.21,0.29,5,13
SQGM,Miralax,22/01/2020,1,8,1.921,2.087,5,4
SQGM,Amaryl,13/01/2020,1,13,2.007,2.169,5,17
SQGM,Lisinopril,07/02/2020,1,9,1.107,1.206,5,11
SQGM,Lisinopril,28/01/2020,1,23,1.107,1.206,5,11
SQGM,Miralax,10/01/2020,1,21,1.921,2.087,5,4
SQGM,A 5 MG TAB,14/01/2020,1,2,1.128,1.218,5,1
SQGM,Zoloft,22/01/2020,1,15,1.749,1.893,5,12
SQGM,A 5 MG TAB,27/01/2020,1,16,1.128,1.218,5,1
SQGM,AM 10 MG TAB,09/02/2020,1,20,1.141,1.267,5,2
SQGM,Visine,08/02/2020,1,5,0.663,0.756,5,5
SQGM,A D  25GM. CREAM,09/02/2020,1,19,1.669,1.808,5,8
SQGM,Lisinopril,11/02/2020,1,14,1.107,1.206,5,11
SQGM,Advil,14/01/2020,1,24,0.497,0.582,5,6
SQGM,Miralax,17/01/2020,1,13,1.921,2.087,5,4
SQGM,Miralax,11/01/2020,1,1,1.921,2.087,5,4
SQGM,Miralax,01/02/2020,1,20,1.921,2.087,5,4
SQGM,Advil,10/01/2020,1,9,0.497,0.582,5,6
SQGM,A 5 MG TAB,10/02/2020,1,25,1.128,1.218,5,1
SQGM,Emend,31/01/2020,1,12,0.342,0.42,5,9
SQGM,NyQuill,11/02/2020,1,19,1.551,1.688,5,10
SQGM,Zovirax,17/02/2020,2,15,1.774,1.897,5,15
SQGM,Amaryl,05/02/2020,2,9,2.007,2.169,5,17
SQGM,Emend,25/01/2020,2,21,0.342,0.42,5,9
SQGM,Lisinopril,07/02/2020,2,20,1.107,1.206,5,11
SQGM,A D  25GM. CREAM,24/01/2020,2,8,1.669,1.808,5,8
SQGM,Magne B6,01/02/2020,2,19,1.835,1.98,5,16
SQGM,AL CREAM 15GM,04/01/2020,2,16,0.913,1.026,5,3
SQGM,AM 10 MG TAB,20/01/2020,2,20,1.141,1.267,5,2
SQGM,Miralax,02/01/2020,2,19,1.921,2.087,5,4
SQGM,Sebastian 20GM CREAM,04/02/2020,2,11,1.534,1.638,5,7
SQGM,Miralax,25/01/2020,2,5,1.921,2.087,5,4
SQGM,Panadol,31/01/2020,2,17,0.21,0.29,5,13
